"PREFERRED_NAME","CAS","QSAR_READY_SMILES","DTXSID","Structural Alert for genotoxic carcinogenicity","Structural Alert for S. typhimurium  mutagenicity","FG52_2","FG81_2","Cramer rules, with extensions","TTC_Class","Exposure.Total.Upper95","TTC_ug.kg.d","oed.AC50p5","NOAEL","TTC_MoE","OED_MoE","NOAEL_MoE"
"Busulfan","55-98-1","CS(=O)(=O)OCCCCOS(C)(=O)=O","DTXSID3020910","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.017716842,30,0.0357158379374764,1.5,1.69330403240036,2.01592574666955,84.6652016200178
"Cyproterone acetate","427-51-0","CC(=O)OC1(CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC12C)C(C)=O","DTXSID5020366","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000875443,1.5,0.00298595385791932,120,1.71341823511068,3.41079185957203,137073.458808854
"Napropamide","15299-99-7","CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1","DTXSID5024211","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000853932,1.5,0.00615006150061501,12,1.75658014923905,7.20205063238643,14052.6411939124
"N-Benzyladenine","1214-39-7","C(NC1=C2N=CN=C2N=CN1)C1=CC=CC=C1","DTXSID7032630","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000845009,1.5,0.478342066378004,NA,1.77512902229444,566.079256407925,NA
"Denatonium saccharide","90823-38-4","CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1","DTXSID9034361","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000838955,1.5,0.0119283415575025,NA,1.78793856643086,14.2180946028124,NA
"Cinmethylin","87818-31-3","CC(C)C12CCC(C)(O1)C(C2)OCC1=C(C)C=CC=C1","DTXSID3034456","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000832655,1.5,0.117998018466453,5,1.80146639364443,141.712976522633,6004.88797881476
"C.I. Solvent Yellow 1","60-09-3","NC1=CC=C(C=C1)N=NC1=CC=CC=C1","DTXSID6024460","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000831295,1.5,0.0357546897757886,27,1.80441359565497,43.0108322265726,32479.4447217895
"Triethylene glycol diacetate","111-21-7","CC(=O)OCCOCCOCCOC(C)=O","DTXSID3026223","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.016596523,30,97.153108105235,1195,1.80760753321645,5853.82300288048,72003.0334064551
"Hexanedihydrazide","1071-93-8","NNC(=O)CCCCC(=O)NN","DTXSID0044361","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000823945,1.5,3.13991883756879,100,1.82050986412928,3810.83547757289,121367.324275285
"Alprazolam","28981-97-7","CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12","DTXSID4022577","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.0007943,1.5,0.718071837916987,NA,1.88845524361073,904.03101840235,NA
"Lauryl gallate","1166-52-5","CCCCCCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1","DTXSID0048189","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.015850704,30,0.000735670093730267,NA,1.89266041432608,0.0464124554802277,NA
"C.I. Azoic Diazo Component 112","92-87-5","NC1=CC=C(C=C1)C1=CC=C(N)C=C1","DTXSID2020137","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000786899,1.5,0.347920474519568,NA,1.90621668092093,442.141208108751,NA
"Tebuthiuron","34014-18-1","CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C","DTXSID3024316","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000786075,1.5,4.33108512269544,25,1.9082148649938,5509.76067512062,31803.58108323
"C.I. Solvent Yellow 14","842-07-9","OC1=CC=C2C=CC=CC2=C1N=NC1=CC=CC=C1","DTXSID4021135","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000781858,1.5,0.000275785990071704,12.5,1.91850694115811,0.352731557484485,15987.5578429843
"4-Hydroxy-2,2,6,6-tetramethylpiperidin-1-yl)oxidanyl","2226-96-2","CC1(C)CC(O)CC(C)(C)N1O","DTXSID4041280","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000767568,1.5,0.231857656828037,40,1.95422425114127,302.067903857426,52112.6466971004
"7,4'-Dihydroxyisoflavone","486-66-8","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O","DTXSID9022310","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000758576,1.5,0.0351396903296178,200,1.97738921347367,46.3232297483941,263651.895129822
"Terbacil","5902-51-2","CC1=NC(=O)N(C(=O)C1Cl)C(C)(C)C","DTXSID8024317","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000749145,1.5,0.124662295003216,1.25,2.00228260216647,166.406096287389,1668.56883513872
"4-Nitrosodiphenylamine","156-10-5","O=NC1=CC=C(NC2=CC=CC=C2)C=C1","DTXSID1021031","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000748699,1.5,21.2784951802691,125,2.00347536192782,28420.6272217128,166956.280160652
"N-(3,4-Dichlorophenyl)propanamide","709-98-8","CCC(=O)NC1=CC=C(Cl)C(Cl)=C1","DTXSID8022111","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000736708,1.5,0.260836576394409,5,2.03608485315756,354.056934897421,6786.9495105252
"Tebufenpyrad","119168-77-3","CCC1=NN(C)C(C(=O)NCC2=CC=C(C=C2)C(C)(C)C)=C1Cl","DTXSID0034223","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000726339,1.5,0.00214891041650993,0.7,2.06515139624886,2.95855023137946,963.737318249467
"Oxamyl","23135-22-0","CNC(=O)ON=C(SC)C(=O)N(C)C","DTXSID6021086","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000725665,1.5,0.0497906447553756,0.1,2.06706951554781,68.6138159555382,137.804634369854
"2-Chloro-N-phenylacetamide","587-65-5","ClCC(=O)NC1=CC=CC=C1","DTXSID3041409","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000718783,1.5,7.81713904447479,NA,2.08686070761273,10875.5202119065,NA
"Azamethiphos","35575-96-3","COP(=O)(OC)SCN1C(=O)OC2=CC(Cl)=CN=C12","DTXSID9034818","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000700004,1.5,129.348115765869,0.8,2.14284489802915,184781.966625717,1142.85061228222
"Famoxadone","131807-57-3","CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1","DTXSID8034588","YES","YES","YES","NO","High (Class III)","Anti-cholinesterase",0.000137769,0.3,0.0293940718898049,1.2,2.17755808636195,213.357663115831,8710.23234544782
"Dapsone","80-08-0","NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1","DTXSID4020371","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000686829,1.5,0.0505794136565785,0.5,2.18394971674172,73.6419307521646,727.983238913907
"Monolinuron","1746-81-2","CON(C)C(=O)NC1=CC=C(Cl)C=C1","DTXSID0037576","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000673967,1.5,0.177296341381769,NA,2.22562825776336,263.063831584884,NA
"(S)-1-Anilino-4-methyl-2-methylthio-4-phenylimidazolin-5-one","161326-34-7","CSC1=NC(C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1","DTXSID2034590","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000670273,1.5,0.0598629462652186,2.83,2.23789411180221,89.3112899747098,4222.16022426683
"Benfluralin","1861-40-1","CCCCN(CC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O","DTXSID3023899","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000668279,1.5,0.241892690500415,5,2.24457150381802,361.963626719402,7481.90501272672
"Thiobencarb","28249-77-6","CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1","DTXSID6024337","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000654629,1.5,0.462068832817159,2,2.29137419820998,705.848400876158,3055.1655976133
"Diisobutyl phthalate","84-69-5","CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C","DTXSID9022522","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.012901612,30,1.71340339156666,177,2.32529082412337,132.805372814394,13719.2158623279
"Bis(dimethylaminothiocarbonyl) disulfide","137-26-8","CN(C)C(=S)SSC(=S)N(C)C","DTXSID5021332","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000637148,1.5,0.0130565721808805,1.5,2.35424108684325,20.4922124543756,2354.24108684325
"Triadimenol","55219-65-3","CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1","DTXSID0032493","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00063018,1.5,0.00380767833538426,2,2.38027230315148,6.04220752068339,3173.69640420197
"Esfenvalerate","66230-04-4","CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1","DTXSID4032667","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000624642,1.5,0.000377157697014549,1.75,2.40137550789092,0.603798170815522,2801.60475920607
"Cyclosporin A","59865-13-3","CCC1NC(=O)C(C(O)C(C)CC=CC)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C","DTXSID0020365","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000624177,1.5,0.0445475608242319,NA,2.40316448699648,71.3700774367398,NA
"Monuron","150-68-5","CN(C)C(=O)NC1=CC=C(Cl)C=C1","DTXSID0020311","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000618226,1.5,2.88235361324499,37.5,2.42629717934865,4662.29762780115,60657.4294837163
"Cyromazine","66215-27-8","NC1=NC(NC2CC2)=NC(N)=N1","DTXSID6023999","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000615403,1.5,7.60671216645451e-05,1.5,2.43742718186294,0.123605379994158,2437.42718186294
"4-Nitrotoluene","99-99-0","CC1=CC=C(C=C1)[N+]([O-])=O","DTXSID5023792","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000604845,1.5,0.262387365200755,25,2.47997420826823,433.809265515554,41332.9034711372
"Diphenhydramine","147-24-0","CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1","DTXSID4022949","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000599814,1.5,0.948016672567377,NA,2.5007752403245,1580.51774811421,NA
"Valproic acid","99-66-1","CCCC(CCC)C(O)=O","DTXSID6023733","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.01144034,30,0.00614856724209219,90,2.62229968689742,0.537446198460202,7866.89906069225
"2-tert-Butylphenol","88-18-6","CC(C)(C)C1=C(O)C=CC=C1","DTXSID2026525","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.011065408,30,0.0561980525738296,89.51,2.71115172617223,5.07871490810186,8089.17303365588
"Carboxin","5234-68-4","CC1=C(SCCO1)C(=O)NC1=CC=CC=C1","DTXSID0023951","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000552284,1.5,2.25719361974219,0.8,2.71599394514416,4087.01613615856,1448.53010407689
"Flutamide","13311-84-7","CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F","DTXSID7032004","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000541602,1.5,0.204757245330021,10,2.76956141225476,378.058510363737,18463.742748365
"Mepanipyrim","110235-47-7","CC#CC1=CC(C)=NC(NC2=CC=CC=C2)=N1","DTXSID4042121","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000521709,1.5,0.00328058542920076,7.3,2.87516604083886,6.28815188007253,13992.4747320824
"Novaluron","116714-46-6","FC(OC(F)(F)F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1","DTXSID5034773","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00051662,1.5,0.0128927930675435,1.1,2.90348805698579,24.9560471285345,2129.22457512291
"Hexazinone","51235-04-2","CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C","DTXSID4024145","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000512783,1.5,0.0331539143368329,4.97,2.92521397940259,64.6548624600131,9692.20898508726
"Dimethenamid","87674-68-8","COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C","DTXSID4032376","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000510328,1.5,1.41712718140717,4.72,2.93928610619053,2776.89482334337,9248.9536141462
"alpha-Isomethylionone","127-51-5","CC(=O)C(C)=CC1C(C)=CCCC1(C)C","DTXSID7027047","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.010192948,30,0.0338909536093424,3.55,2.94321132610507,3.3249412838506,348.280006922433
"Imazapic","104098-48-8","CC(C)C1(C)NC(=NC1=O)C1=NC=C(C)C=C1C(O)=O","DTXSID5034270","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000507446,1.5,0.254619756668749,137,2.95597955250411,501.767196250929,269979.465795375
"Sethoxydim","74051-80-2","CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O","DTXSID9024304","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000507405,1.5,0.0132069455215845,12,2.95621840541579,26.0284102868212,23649.7472433263
"(+-)-Diclofop-methyl","51338-27-3","COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1","DTXSID0032605","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000505059,1.5,0.00180605889819506,0.1,2.96995004544024,3.57593647117477,197.996669696016
"Endothal","145-73-3","OC(=O)C1C2CCC(O2)C1C(O)=O","DTXSID7024081","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000503181,1.5,1.11321384838027,25,2.98103465750893,2212.35270882699,49683.9109584821
"Ethyl 2-cyano-3,3-diphenylacrylate","5232-99-5","CCOC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1","DTXSID9044821","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000494653,1.5,0.266823431870722,300,3.03242879351788,539.415371726689,606485.758703576
"3-Nitrotoluene","99-08-1","CC1=CC(=CC=C1)[N+]([O-])=O","DTXSID5021831","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000494475,1.5,0.000561811766333818,172,3.03352040042469,1.13617830291485,347843.672582031
"Bromoxynil","1689-84-5","OC1=C(Br)C=C(C=C1Br)C#N","DTXSID3022162","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000494206,1.5,1.05319626737111,0.3,3.03517156813151,2131.08757759134,607.034313626302
"Imazalil","35554-44-0","ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C","DTXSID8024151","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000491004,1.5,0.000107494990588945,2.5,3.05496492900262,0.218928950861795,5091.60821500436
"Genistein","446-72-0","OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O","DTXSID5022308","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000490914,1.5,0.00157539963022731,NA,3.05552500030555,3.20911530375444,NA
"2,3-Dihydro-2,2-dimethyl-7-benzofuranol","1563-38-8","CC1(C)CC2=C(O1)C(O)=CC=C2","DTXSID2027414","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000490125,1.5,0.0753872688318307,NA,3.06044376434583,153.812331204959,NA
"Tetraconazole","112281-77-3","FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1","DTXSID8034956","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000489325,1.5,0.00102303121165392,0.4,3.06544729985184,2.0906988436191,817.452613293823
"Benzo(b)fluoranthene","205-99-2","C1=CC=C2C(=C1)C1=CC=CC3=C4C=CC=CC4=CC2=C13","DTXSID0023907","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000480979,1.5,0.0363871314436451,NA,3.1186392753114,75.6522248240465,NA
"Fomesafen","72178-02-0","CS(=O)(=O)NC(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O","DTXSID7024112","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000480416,1.5,0.00105443201709995,NA,3.12229401185639,2.19483118193388,NA
"Apigenin","520-36-5","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O","DTXSID6022391","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00047183,1.5,0.0575743270063458,NA,3.1791111205307,122.023455495297,NA
"Tebupirimfos","96182-53-5","CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C","DTXSID1032482","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000466755,1.5,0.0111924548293278,0.02,3.21367741106148,23.9792928395577,42.8490321474864
"2,2'-Methylenebis(4-methyl-6-tert-butylphenol)","119-47-1","CC1=CC(CC2=CC(C)=CC(=C2O)C(C)(C)C)=C(O)C(=C1)C(C)(C)C","DTXSID4020870","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00046219,1.5,5.4543648827822,12.5,3.24541855081244,11801.1313156542,27045.1545901036
"Tribufos","78-48-8","CCCCSP(=O)(SCCCC)SCCCC","DTXSID1024174","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000456054,1.5,1.80946728547466,0.1,3.28908418739886,3967.66015751349,219.272279159924
"Pyraclostrobin","175013-18-0","CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1","DTXSID7032638","NO","NO","YES","NO","High (Class III)","Anti-cholinesterase",9.12e-05,0.3,0.00440317796980116,3.4,3.28947368421053,48.2804601951882,37280.701754386
"4-Butylaniline","104-13-2","CCCCC1=CC=C(N)C=C1","DTXSID8021856","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.009092059,30,0.62551981782122,NA,3.2995826357924,68.7984776408974,NA
"Dipentyl phthalate","131-18-0","CCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCC","DTXSID5031131","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.009088952,30,9.41337073937161,4.79,3.30071057697301,1035.6937454804,527.013455456691
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane","2971-36-0","OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl","DTXSID8022325","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000454265,1.5,0.0210690814254443,NA,3.3020373570493,46.3805959636872,NA
"Biphenyl","92-52-4","C1=CC=C(C=C1)C1=CC=CC=C1","DTXSID4020161","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000452837,1.5,0.0201825237687944,50,3.31245017522861,44.5690695963324,110415.005840954
"Bicalutamide","90357-06-5","CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F","DTXSID2022678","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000445932,1.5,0.00202050854601855,NA,3.36374155700869,4.53097904168921,NA
"Monomethyl phthalate","4376-18-5","COC(=O)C1=C(C=CC=C1)C(O)=O","DTXSID9040001","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.008726872,30,0.0918170023198962,NA,3.43765784578942,10.5211812800619,NA
"Propyzamide","23950-58-5","CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C","DTXSID2020420","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000428129,1.5,0.0039945803183609,4.5,3.50361690051363,9.33031940924559,10510.8507015409
"Tamoxifen","10540-29-1","CCC(=C(C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1","DTXSID1034187","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000415672,1.5,4.78535546299184e-05,NA,3.60861448449739,0.115123353581474,NA
"Flutolanil","66332-96-5","CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1","DTXSID8024109","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000412734,1.5,0.0364347131962412,44,3.63430199595866,88.276500594187,106606.191881454
"Triethoxyoctylsilane","2943-75-1","CCCCCCCC[Si](OCC)(OCC)OCC","DTXSID2029246","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000406123,1.5,0.116343344633911,150,3.69346232545313,286.473173481707,369346.232545313
"Mevinphos","7786-34-7","COC(=O)C=C(C)OP(=O)(OC)OC","DTXSID2032683","YES","YES","NO","YES","High (Class III)","Anti-cholinesterase",8.03e-05,0.3,0.363995867244515,0.011,3.7359900373599,4532.94977888561,136.986301369863
"Benodanil","15310-01-7","IC1=C(C=CC=C1)C(=O)NC1=CC=CC=C1","DTXSID7041623","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000396238,1.5,0.228924658780762,NA,3.78560360187564,577.745341892404,NA
"2-tert-Butyl-4-methoxyphenol","121-00-6","COC1=CC=C(O)C(=C1)C(C)(C)C","DTXSID7040788","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.007913236,30,0.0818796490269641,NA,3.79111655459284,10.3471764303458,NA
"Melatonin","73-31-4","COC1=CC2=C(NC=C2CCNC(C)=O)C=C1","DTXSID1022421","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000395287,1.5,0.588644247075342,NA,3.79471118453174,1489.15660539138,NA
"Fluroxypyr-meptyl","81406-37-3","CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl","DTXSID5034303","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000392007,1.5,0.00240155463489992,100,3.82646228256128,6.12630548663651,255097.485504085
"Dichlorophen","97-23-4","OC1=CC=C(Cl)C=C1CC1=CC(Cl)=CC=C1O","DTXSID6021824","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000388417,1.5,0.0294760379275839,NA,3.86182891068105,75.8876102940497,NA
"2,2',6,6'-Tetrachlorobisphenol A","79-95-8","CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1","DTXSID3021770","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000376627,1.5,0.25718577687886,NA,3.98272030417363,682.866010346737,NA
"Imazamox","114311-32-9","COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O","DTXSID3034664","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000372954,1.5,0.204278892827415,900,4.0219437249634,547.732140766463,2413166.23497804
"Spiroxamine","118134-30-8","CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1","DTXSID1034212","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000372699,1.5,0.000684805865099751,0.66,4.02469553178302,1.83742340360385,1770.86603398453
"Clopyralid-olamine","1702-17-6","OC(=O)C1=C(Cl)C=CC(Cl)=N1","DTXSID6034265","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000372616,1.5,0.642709174074989,NA,4.02559203040127,1724.85661934804,NA
"2-(m-Chlorophenoxy)propionic acid","101-10-0","CC(OC1=CC(Cl)=CC=C1)C(O)=O","DTXSID9034232","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000371961,1.5,0.00245775864187345,98,4.03268084557252,6.60757079874893,263468.481910738
"Caffeine","58-08-2","CN1C=NC2=C1C(=O)N(C)C(=O)N2C","DTXSID0020232","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000367546,1.5,0.345214693546983,10.1,4.08112181876554,939.242145328701,27479.553579688
"Iodosulfuron methyl ester sodium salt","144550-36-7","COC(=O)C1=C(C=C(I)C=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=NC(C)=N1","DTXSID2034673","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000366491,1.5,0.00213728984794011,7,4.09286994769312,5.83176625876246,19100.0597559012
"4,4',4''-Ethane-1,1,1-triyltriphenol","27955-94-8","CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1","DTXSID2037712","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000363907,1.5,0.033266021216405,100,4.12193225192151,91.4135238300031,274795.483461434
"5-Heptyldihydro-2(3H)-furanone","104-67-6","CCCCCCCC1CCC(=O)O1","DTXSID4034287","NO","NO","NO","NO","Intermediate (Class II)","Cramer Class II",0.00217115,9,0.41691388527354,3,4.14526863643691,192.024450302162,1381.75621214564
"Fenpyroximate (Z,E)","111812-58-9","CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1","DTXSID2032550","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000355266,1.5,0.000258716681757307,NA,4.22218844471466,0.728233722780417,NA
"Buprofezin","69327-76-0","CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C","DTXSID8034401","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000354473,1.5,0.0538130227530302,0.9,4.23163400315398,151.811344596148,2538.98040189239
"Fluazifop-butyl","69806-50-4","CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1","DTXSID3034612","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000347343,1.5,0.165347213485646,0.605,4.31849785370657,476.034391036082,1741.79413432832
"Triclosan","3380-34-5","OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1","DTXSID5032498","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000335743,1.5,0.133569655425389,15,4.46770297519233,397.833031292951,44677.0297519233
"2,2',4,4'-Tetrahydroxybenzophenone","131-55-5","OC1=CC(O)=C(C=C1)C(=O)C1=CC=C(O)C=C1O","DTXSID5041306","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000333484,1.5,0.0369709056031008,NA,4.49796691895263,110.862606910979,NA
"6-Propyl-2-thiouracil","51-52-5","CCCC1=NC(=S)NC(=O)C1","DTXSID5021209","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000333471,1.5,0.227260428746524,1.35,4.49814226724363,681.499826811099,4048.32804051927
"Fosthiazate","98886-44-3","CCOP(=O)(SC(C)CC)N1CCSC1=O","DTXSID0034930","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000323004,1.5,0.1727723392262,0.039,4.64390533863358,534.892259000509,120.741538804473
"Butachlor","23184-66-9","CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC","DTXSID3034402","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000316727,1.5,0.132623841474466,3.65,4.73593978410429,418.732351439775,11524.1201413204
"Isazofos","42509-80-8","CCOP(=S)(OCC)OC1=NN(C(C)C)C(Cl)=N1","DTXSID7034676","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000313946,1.5,0.00460086082604757,0.05,4.77789173934371,14.6549432897619,159.263057978124
"(E)-1-(2-Chloro-1,3-thiazol-5-yl methyl)-3-methyl-2-nitroguanidine","210880-92-5","CN\C(NCC1=CN=C(Cl)S1)=N/[N+]([O-])=O","DTXSID2034465","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000307308,1.5,0.127740902125322,9.8,4.8810964895154,415.677112620961,31889.8303981673
