DTXSID,CASRN,Name,pod.nam.95,pod.nam.50,pod.ratio.95,pod.ratio.50,ber.95,ber.50,ber.95.pod.50,ber.50.pod.50,log.AED.5,log.AED.50,log.AED.95,log.AED.hipptox.50,log.AED.hipptox.95,log.max.AED,log.expo.50,log.expo.95,log.p5.POD,log.p95.POD,log.min.pod,log.max.pod,log.med.pod,AED_5,AED_50,AED_95,AED_hipptox_50,AED_hipptox_95,max_AED,min.POD,mean.POD,med.POD,max.POD,p5.POD,p95.POD,expocast.total.med,expocast.total.95,log.ttc.mkd,ttc.label,pod.ratio.95.binary,pod.ratio.50.binary,ttc.ratio.95,ttc.ratio.50,log.hed.5,hed.pod.ratio.95,hed.pod.ratio.50
DTXSID6023864,74223-64-6,Metsulfuron-methyl,-0.574912486,-0.036099771,1.972852495,1.43403978,5.100805058,7.03948124,5.639617774,7.578293955,0.42909849,-0.036099771,-0.574912486,,,1.00124423,-7.614393726,-5.675717545,1.397940009,2.397940009,1.397940009,2.397940009,2.397940009,2.685953501,0.92023814,0.266126127,,,10.02869053,25,192.8571429,250,250,25,250,2.43E-08,0.00000211,-2.823908741,1.5,1,1,2.248996255,2.78780897,0.607455023,1.18236751,0.643554794
DTXSID7020508,75-60-5,Dimethylarsinic acid,0.279312443,0.650070619,-0.677252452,-1.048010627,5.910096585,7.581211897,6.280854761,7.951970073,0.948575803,0.650070619,0.279312443,,,0.96812113,-7.301899454,-5.630784143,-0.397940009,2.397940009,-0.853871964,2.397940009,1.204119983,8.88333016,4.467562311,1.902446458,,,9.292255221,0.14,75.68311475,16,250,0.4,250,4.99E-08,0.00000234,,Exclusion,0,0,,,-1.188424994,-1.467737437,-1.838495613
DTXSID5020784,75330-75-5,Lovastatin,-1.664063427,-0.584210866,3.141184682,2.061332121,3.543544883,5.624129344,4.623397444,6.703981905,0.038921751,-0.584210866,-1.664063427,,,0.404536472,-7.288192771,-5.207608311,1.477121255,2.903089987,1.477121255,2.903089987,2.903089987,1.093759279,0.260488847,0.021673875,,,2.538262137,30,543.3333333,800,800,30,800,5.15E-08,0.0000062,-2.823908741,1.5,1,1,1.159845314,2.239697875,0.385606274,2.049669701,0.96981714
DTXSID1024091,759-94-4,EPTC,-2.568483745,-1.413656556,2.568483745,1.413656556,2.926366276,4.593927817,4.081193466,5.748755006,-0.786297,-1.413656556,-2.568483745,,,0.443094949,-7.162411562,-5.494850022,0,2.477121255,0,2.477121255,1.77815125,0.163569754,0.038578332,0.002700948,,,2.773926496,1,70.81343284,60,300,1,300,6.88E-08,0.0000032,-5.602059991,0.0025,1,1,3.033576246,4.188403435,-0.392544977,2.175938768,1.021111579
DTXSID3020679,76-44-8,Heptachlor,-0.215178663,0.852536693,-0.608730078,-1.676445434,4.946602116,6.664247406,6.014317471,7.731962762,1.441430385,0.852536693,-0.215178663,,,0.885467981,-6.879426069,-5.161780778,-0.823908741,1.397940009,-0.823908741,1.397940009,0.698970004,27.63314941,7.12092961,0.609286194,,,7.681888169,0.15,10.55225806,5,25,0.15,25,0.000000132,0.00000689,-2.823908741,1.5,0,0,2.608730078,3.676445434,-1.614393726,-1.399215064,-2.466930419
DTXSID2020341,76-57-3,Codeine,2.437921689,2.881406588,-1.147887078,-1.591371977,7.220437745,9.187501687,7.663922644,9.630986586,3.316833427,2.881406588,2.437921689,,,2.947147136,-6.749579998,-4.782516056,1.290034611,1.892651034,1.290034611,1.892651034,1.466496904,2074.117839,761.0384307,274.1079862,,,885.4155324,19.5,39.0375,29.275,78.1,19.5,78.1,0.000000178,0.0000165,-2.823908741,1.5,0,0,5.26183043,5.705315329,0.499549626,-1.938372063,-2.381856962
DTXSID1021409,76-87-9,Triphenyltin hydroxide,-5.381386897,-4.43780966,5.310805823,4.367228586,0.229447018,2.227677996,1.173024255,3.171255233,-4.001271354,-4.43780966,-5.381386897,,,-1.418865375,-7.609064893,-5.610833916,-0.070581074,1.304490528,-1,1.314709693,1.182984967,9.97077E-05,3.64914E-05,4.1554E-06,,,0.038118397,0.1,10.81029412,15.24,20.64,0.85,20.16,2.46E-08,0.00000245,,Exclusion,1,1,,,-1.147032309,4.234354588,3.290777351
DTXSID2024242,76738-62-0,Paclobutrazol,-1.042025743,-0.411941374,2.138935756,1.508851387,4.179823007,5.998932865,4.809907375,6.629017233,0.072162723,-0.411941374,-1.042025743,,,1.030829324,-7.040958608,-5.22184875,1.096910013,2.477121255,0.397940009,2.477121255,1.795880017,1.180762966,0.387309925,0.090776672,,,10.73567421,2.5,93.17333333,62.5,300,12.5,300,0.000000091,0.000006,-2.823908741,1.5,1,1,1.781882998,2.411967367,0.183796373,1.225822116,0.595737748
DTXSID6032649,7696-12-0,Tetramethrin,-0.83950342,0.352339959,0.61765467,-0.574188708,4.716451784,6.859466584,5.908295163,8.051309963,0.95682622,0.352339959,-0.83950342,,,0.540686935,-7.698970004,-5.555955204,-0.22184875,2.477121255,-0.22184875,2.477121255,2.250420002,9.053702512,2.25081582,0.144709346,,,3.472857269,0.6,163.6475,178,300,0.6,300,0.00000002,0.00000278,-5.602059991,0.0025,1,0,4.762556571,5.95439995,-1.313363731,-0.473860311,-1.66570369
DTXSID0021125,77-09-8,Phenolphthalein,-0.623825918,0.038512372,3.100947173,2.438608883,4.705928229,6.782888015,5.368266518,7.445226305,0.519741074,0.038512372,-0.623825918,,,1.500038032,-7.406713933,-5.329754147,2.477121255,3.960803625,2.477121255,4.176091259,3.301029996,3.309337604,1.092728755,0.237779321,,,31.62554599,300,3058.615385,2000,15000,300,9137,3.92E-08,0.00000468,-2.823908741,1.5,1,1,2.200082823,2.862421112,1.51054501,2.134370928,1.472032639
DTXSID2020688,77-47-4,Hexachlorocyclopentadiene,-3.079106401,-2.09454627,4.47704641,3.492486279,1.700785511,3.849011592,2.685345642,4.833571723,-1.689558706,-2.09454627,-3.079106401,,,-1.675122627,-6.928117993,-4.779891912,1.397940009,2.477121255,0.851258349,2.477121255,2.176091259,0.020438136,0.00804366,0.000833477,,,0.021128924,7.1,193.7869565,150,300,25,300,0.000000118,0.0000166,-2.823908741,1.5,1,1,-0.25519766,0.729362471,0.908485019,3.98759142,3.003031289
DTXSID7024160,77501-63-4,Lactofen,-2.944721698,-1.891623834,3.245751694,2.19265383,2.095283463,3.912263502,3.148381328,4.965361366,-1.466075012,-1.891623834,-2.944721698,,,-1.403522925,-6.8569852,-5.040005162,0.301029996,3.154910646,-0.102372909,3.154910646,1.670987603,0.034192038,0.012834418,0.001135738,,,0.039489085,0.79,271.3892,46.88,1428.6,2,1428.6,0.000000139,0.00000912,-5.602059991,0.0025,1,1,2.657338293,3.710436157,-0.425164585,2.519557113,1.466459249
DTXSID2032683,7786-34-7,Mevinphos,0.194159962,0.649780871,-2.152767277,-2.608388186,4.48829625,6.189838588,4.943917159,6.645459497,1.093603404,0.649780871,0.194159962,,,1.857922499,-5.995678626,-4.294136288,-1.958607315,0.222716471,-1.958607315,0.568201724,-0.301029996,12.40518954,4.464582691,1.563723496,,,72.09788078,0.011,0.805633333,0.5,3.7,0.011,1.67,0.00000101,0.0000508,-5.602059991,0.0025,0,0,5.796219953,6.251840862,-2.7490923,-2.943252262,-3.398873171
DTXSID1024174,78-48-8,Tribufos,0.17966912,0.898393227,-1.17966912,-1.898393227,5.154363255,6.896367891,5.873087362,7.615091998,1.323772094,0.898393227,0.17966912,,,1.830593843,-6.716698771,-4.974694135,-1,1.799616204,-1,1.799616204,1.225309282,21.07521888,7.913948635,1.512408537,,,67.70080659,0.1,23.66296296,16.8,63.04,0.1,63.04,0.000000192,0.0000106,-3.522878745,0.3,0,0,3.702547865,4.421271972,-1.48945499,-1.66912411,-2.387848217
DTXSID8020759,78-59-1,Isophorone,-0.131426518,0.945776282,2.142150384,1.064947583,2.326297679,4.217295468,3.40350048,5.294498268,1.511971481,0.945776282,-0.131426518,,,0.288685517,-4.348721986,-2.457724197,2.010723865,3,1.875061263,3,2.698970004,32.50659507,8.826251173,0.738879269,,,1.943951909,75,417.7666667,500,1000,102.5,1000,0.0000448,0.003485586,-5.602059991,0.0025,1,1,5.470633473,6.547836274,1.084576278,1.216002796,0.138799996
DTXSID7024299,78587-05-0,Hexythiazox,-0.708850592,0.371370435,1.166732489,0.086511462,4.946757134,6.94090139,6.026978161,8.021122417,0.987668915,0.371370435,-0.708850592,,,0.804738396,-7.649751982,-5.655607726,0.457881897,3.334453751,0.397940009,3.334453751,2.212187604,9.720059312,2.351637815,0.195501191,,,6.378791334,2.5,361.4384783,163,2160,2.87,2160,2.24E-08,0.00000221,-2.823908741,1.5,1,1,2.115058149,3.195279176,0.054613055,0.763463647,-0.316757381
DTXSID1026081,79-94-7,"3,3',5,5'-Tetrabromobisphenol A",-1.13772467,0.013074088,2.333624323,1.182825565,1.595478665,3.393927999,2.746277423,4.544726757,0.608289735,0.013074088,-1.067982904,0.085954021,-1.13772467,0.367130211,-4.53165267,-2.733203335,1.195899652,3.477121255,0.977723605,3.698970004,3,4.057791561,1.030561912,0.085510037,1.218860551,0.072824134,2.328789377,9.5,1077.336538,1000,5000,15.7,3000,0.0000294,0.001848403,-2.823908741,1.5,1,1,1.686184071,2.836982829,0.18723862,1.32496329,0.174164532
DTXSID0034855,79241-46-6,Fluazifop-P-butyl,-0.385318357,0.652582986,0.084288361,-0.953612981,5.252953807,7.249193658,6.29085515,8.287095001,1.084224904,0.652582986,-0.385318357,,,1.600059095,-7.634512015,-5.638272164,-0.301029996,2,-0.301029996,2.477121255,2,12.14017381,4.493481788,0.411795544,,,39.81613449,0.5,73.31419355,100,300,0.5,100,2.32E-08,0.0000023,-2.823908741,1.5,1,0,2.438590384,3.476491727,-1.091514981,-0.706196624,-1.744097967
DTXSID5032577,79538-32-2,Tefluthrin,0.051312473,0.820346172,-0.009919787,-0.778953487,5.08517074,6.908297672,5.85420444,7.677331372,1.256873259,0.820346172,0.051312473,,,2.060133713,-6.8569852,-5.033858267,0.041392685,1.7355989,0,1.7355989,1.243038049,18.0664681,6.612202909,1.125414412,,,114.8507176,1,19.12826087,17.5,54.4,1.1,54.4,0.000000139,0.00000925,-5.602059991,0.0025,0,0,5.653372464,6.422406164,-0.7490923,-0.800404773,-1.569438473
DTXSID7032551,79622-59-6,Fluazinam,-1.820151132,-0.650316966,1.861543818,0.691709652,3.715955879,5.748485103,4.885790045,6.918319269,-0.003493002,-0.650316966,-1.820151132,,,0.460815313,-7.568636236,-5.536107011,0.041392685,3,-0.420216403,3,1.643452676,0.991989324,0.223708782,0.015130346,,,2.889450858,0.38,149.6893043,44,1000,1.1,1000,0.000000027,0.00000291,-5.602059991,0.0025,1,1,3.781908859,4.951743025,-0.511731385,1.308419748,0.138585582
DTXSID4034653,79983-71-4,Hexaconazole,-1.233601077,-0.375417953,0.905698935,0.047515811,3.996283628,5.753561698,4.854466752,6.611744823,0.160726934,-0.375417953,-1.233601077,,,0.772682092,-6.987162775,-5.229884705,-0.327902142,2.397940009,-0.327902142,2.397940009,1.698970004,1.447861215,0.42129087,0.058398128,,,5.924914559,0.47,76.33719298,50,250,0.47,250,0.000000103,0.00000589,-2.823908741,1.5,1,1,1.590307664,2.448490788,-1.118387128,0.11521395,-0.742969175
DTXSID7020182,80-05-7,Bisphenol A,-1.503670477,-0.752122013,-0.019208268,-0.770756732,1.155288515,3.098389514,1.906836979,3.849937978,-0.242644817,-0.752122013,-1.503670477,1.645615212,0.874586794,0.899497349,-4.602059991,-2.658958992,-1.522878745,3,-2.698970004,3.698970004,1.653212514,0.571946205,0.176961172,0.03135664,44.21964095,7.491810678,7.93409413,0.002,293.0054607,45,5000,0.03,1000,0.000025,0.002193012,-2.823908741,1.5,0,0,1.320238264,2.071786728,-2.313363731,-0.809693254,-1.561241718
DTXSID3022409,80-09-1,"4,4'-Sulfonyldiphenol",-1.80352893,-1.445079993,3.405588921,3.047139984,2.55400655,4.587945036,2.912455487,4.946393974,-1.112223098,-1.445079993,-1.80352893,,,0.156534005,-6.391473966,-4.35753548,1.602059991,2.477121255,1.602059991,2.477121255,2.176091259,0.077228376,0.035885583,0.015720671,,,1.433949991,40,136,150,300,40,300,0.000000406,0.0000439,-2.823908741,1.5,1,1,1.020379811,1.378828748,0.811575006,2.615103936,2.256654998
DTXSID8021771,80-46-6,4-(2-Methylbutan-2-yl)phenol,-1.454039896,-0.317832596,3.153009901,2.0168026,1.279755698,2.944987208,2.415962998,4.081194508,0.361585256,-0.317832596,-1.454039896,,,-0.226258739,-4.399027104,-2.733795595,1.698970004,2.698970004,1.698970004,2.698970004,2.301029996,2.299245026,0.481024729,0.035152815,,,0.593938204,50,204,200,500,50,500,0.0000399,0.001845884,-1.522878745,30,1,1,0.068838849,1.205046149,0.908485019,2.362524915,1.226317615
DTXSID3024152,81335-37-7,Imazaquin,-2.651816193,-2.128341042,4.049756201,3.52628105,2.63301645,4.31075731,3.156491601,4.834232461,-1.640877447,-2.128341042,-2.651816193,,,1.109140804,-6.962573502,-5.284832642,1.397940009,2.77815125,1.397940009,2.77815125,2.096910013,0.022862439,0.007441474,0.002229378,,,12.85703433,25,171.6666667,125,600,25,600,0.000000109,0.00000519,-2.823908741,1.5,1,1,0.172092548,0.695567699,1.131137274,3.782953466,3.259478315
DTXSID3024287,81335-77-5,Imazethapyr,0.43131448,0.966980252,0.966625529,0.430959756,5.708680557,7.498840715,6.24434633,8.034506488,1.439954951,0.966980252,0.43131448,,,1.401323085,-7.067526235,-5.277366077,1.397940009,3.176091259,1.397940009,3.176091259,2.096910013,27.53943022,9.267876809,2.699693617,,,25.19550603,25,485,125,1500,25,1500,8.56E-08,0.00000528,-2.823908741,1.5,1,1,3.255223221,3.790888993,1.131137274,0.699822794,0.164157021
DTXSID5034303,81406-37-3,Fluroxypyr-meptyl,-2.464857552,-1.559384572,4.464857552,3.559384572,3.190750174,5.173414612,4.096223155,6.078887592,-1.160377878,-1.559384572,-2.464857552,,,-1.484048597,-7.638272164,-5.655607726,2,2.77815125,2,2.77815125,2.77815125,0.069122927,0.027581344,0.003428802,,,0.032805858,100,440,600,600,100,600,0.000000023,0.00000221,-2.823908741,1.5,1,1,0.359051189,1.264524169,1.209515015,3.674372566,2.768899586
DTXSID1032355,81777-89-1,Clomazone,-0.437033941,0.107869643,2.363376388,1.818472804,4.901153373,6.582962687,5.446056957,7.127866271,0.606435137,0.107869643,-0.437033941,,,1.071980098,-7.019996628,-5.338187314,1.926342447,2.742096402,1.926342447,2.742096402,2.052693942,4.040500237,1.281945738,0.36556622,,,11.80266548,84.4,202.4823529,112.9,552.2,84.4,552.2,9.55E-08,0.00000459,-2.823908741,1.5,1,1,2.3868748,2.931778384,1.135857461,1.572891403,1.027987818
DTXSID2021105,82-68-8,Pentachloronitrobenzene,-0.939012521,0.151431285,0.814073784,-0.276370022,4.404889277,6.04395414,5.495333083,7.134397946,0.776982083,0.151431285,-0.939012521,0.577520102,-0.580443763,0.387527772,-6.982966661,-5.343901798,-0.124938737,3.77815125,-0.124938737,3.77815125,2.477121255,5.983869079,1.417200462,0.115076721,3.78024634,0.262758175,2.440775146,0.75,1160.8,300,6000,0.75,6000,0.000000104,0.00000453,-2.823908741,1.5,1,0,1.88489622,2.975340026,-0.391741472,0.547271049,-0.543172757
DTXSID0024345,82097-50-5,Triasulfuron,-0.948717047,-0.242715178,1.027898293,0.321896424,4.602576633,6.729063658,5.308578502,7.435065527,0.292873228,-0.242715178,-0.948717047,,,0.899202059,-7.677780705,-5.55129368,0.079181246,3.11437743,0.079181246,3.16835014,2.477121255,1.962787251,0.571853551,0.112533792,,,7.928701346,1.2,567.3970149,300,1473.5,1.2,1301.3,0.000000021,0.00000281,-5.602059991,0.0025,1,1,4.653342944,5.359344813,0.131137274,1.079854321,0.373852452
DTXSID8024159,82558-50-7,Isoxaben,-1.201588831,-0.595216222,1.900558835,1.294186226,4.575694698,6.543138664,5.182067307,7.149511273,-0.122155934,-0.595216222,-1.201588831,,,1.334045374,-7.744727495,-5.777283529,0.698970004,3.169204037,-0.602059991,3.169204037,2.721398376,0.754821159,0.253970795,0.062865326,,,21.57969856,0.25,546.4178,526.5,1476.4,5,1476.4,0.000000018,0.00000167,-2.823908741,1.5,1,1,1.62231991,2.228692519,-0.091514981,1.110073849,0.503701241
DTXSID1034181,82640-04-8,Raloxifene hydrochloride,-2.284921034,-1.411489814,3.284921034,2.411489814,1.929937914,4.16611715,2.803369133,5.039548369,-0.973167518,-1.411489814,-2.284921034,,,1.832752235,-6.451038184,-4.214858947,1,1,1,1,1,0.106373263,0.038771284,0.005188944,,,68.03810909,10,10,10,10,10,10,3.53966E-07,6.09735E-05,-2.823908741,1.5,1,1,0.538987707,1.412418927,0.209515015,2.494436048,1.621004829
DTXSID9020160,82657-04-3,Bifenthrin,-3.154785234,-2.044161677,3.154785234,2.044161677,2.474146904,4.435281643,3.584770461,5.5459052,-1.628149699,-2.044161677,-3.154785234,,,-1.339799708,-7.590066877,-5.628932138,0,1.987666265,0,1.987666265,0.872156273,0.023542376,0.009033131,0.000700188,,,0.045729904,1,14.03157895,7.45,97.2,1,97.2,2.57E-08,0.00000235,-5.602059991,0.0025,1,1,2.447274757,3.557898315,-0.790484985,2.364300249,1.253676691
DTXSID3021774,83-32-9,Acenaphthene,-1.735423904,-0.767213826,3.513575154,2.545365077,3.682512733,5.612329755,4.650722811,6.580539833,-0.127789092,-0.767213826,-1.735423904,,,-0.479217652,-7.347753659,-5.417936637,1.77815125,2.84509804,1.079181246,10.24303805,2.84509804,0.745093728,0.170917359,0.018389761,,,0.331728167,12,546875472.9,700,17500000000,60,700,4.49E-08,0.00000382,-2.823908741,1.5,1,1,1.088484837,2.056694914,0.987666265,2.723090169,1.754880091
DTXSID6021248,83-79-4,Rotenone,-3.231662125,-2.35553748,2.811445721,1.935321077,2.386320833,4.380948049,3.262445477,5.257072693,-1.778137816,-2.35553748,-3.231662125,,,0.723105722,-7.612610174,-5.617982957,-0.420216403,3.875061263,-0.425968732,3.875061263,1,0.016667182,0.004410243,0.000586594,,,5.285739095,0.375,711.9457955,10,7500,0.38,7500,2.44E-08,0.00000241,-2.823908741,1.5,1,1,-0.407753384,0.468371261,-1.012333735,2.219328389,1.343203745
DTXSID7024164,83055-99-6,Bensulfuron-methyl,-4.25462621,-3.199127375,5.553479287,4.497980451,0.801879274,2.599245754,1.857378109,3.65474459,-2.775360526,-3.199127375,-4.25462621,,,-1.298358156,-6.853871964,-5.056505484,1.298853076,2.675778342,0.298853076,2.753583059,2.489958479,0.001677411,0.000632226,5.56383E-05,,,0.050308555,1.99,280.3485714,309,567,19.9,474,0.00000014,0.00000878,-2.823908741,1.5,1,1,-1.430717469,-0.375218634,1.006198537,5.260824747,4.205325912
DTXSID1023869,834-12-8,Ametryn,-2.033635943,-0.919310346,2.732605947,1.618280351,3.368668871,5.087268178,4.482994468,6.201593774,-0.246446433,-0.919310346,-2.033635943,,,-0.038605429,-7.12090412,-5.402304814,0.698970004,2.245759356,0.301029996,2.397940009,1.574031268,0.566961497,0.120417513,0.009254736,,,0.914944122,2,78.4049505,37.5,250,5,176.1,7.57E-08,0.00000396,-5.602059991,0.0025,1,1,3.568424048,4.682749645,-0.149506928,1.884129015,0.769803418
DTXSID2040363,83657-24-3,Diniconazole,-3.747792789,-2.7147241,4.203398902,3.170330213,1.544637035,3.252207211,2.577705723,4.2852759,-2.302507896,-2.7147241,-3.747792789,,,-1.423124574,-7,-5.292429824,0.455606113,3,-0.148741651,3,2.359835482,0.004983014,0.00192875,0.000178734,,,0.03774639,0.71,431.4355,229,1000,2.855,1000,0.0000001,0.0000051,-2.823908741,1.5,1,1,-0.923884048,0.10918464,-0.334878873,3.412913916,2.379845228
DTXSID7021780,84-66-2,Diethyl phthalate,-0.492874612,3.32024E-05,0.947719472,0.454811658,1.972787134,3.696221108,2.465694948,4.189128922,0.417953262,3.32024E-05,-0.492874612,1.763948988,1.242032658,2.203038587,-4.189095719,-2.465661746,0.45484486,3.511883361,0.45484486,3.511883361,3.006893708,2.617901262,1.000076454,0.321458851,58.06962046,17.45953438,159.6020948,2.85,1154.778947,1016,3250,2.85,3250,0.0000647,0.003422459,-1.522878745,30,1,1,1.030004134,1.522911948,-0.335640125,0.157234486,-0.335673328
DTXSID9022522,84-69-5,Diisobutyl phthalate,0.657800599,1.600519115,1.342199401,0.399480885,4.120481545,5.916649,5.063200061,6.859367516,2.074776258,1.600519115,0.657800599,,,1.627032495,-5.258848401,-3.462680946,2,3.602059991,1.698970004,3.686725621,2.715669142,118.7890086,39.85833153,4.547792058,,,42.36746649,50,843.5607843,519.6,4861,100,4000,0.00000551,0.000344603,-1.522878745,30,1,1,2.180679344,3.12339786,1.209515015,0.551714416,-0.391004101
DTXSID2021781,84-74-2,Dibutyl phthalate,-0.858240627,0.336331907,2.557210631,1.362638097,1.354370602,3.16816975,2.548943136,4.362742284,0.980627243,0.336331907,-0.858240627,2.134986955,1.00572131,0.615412294,-4.026410377,-2.212611229,1.698970004,3.301029996,0.301029996,4.414973348,2.725217186,9.563728605,2.169361393,0.138598769,136.4542148,10.1326096,4.12488926,2,1249.857049,531.15,26000,50,2000,0.0000941,0.006128988,-1.522878745,30,1,1,0.664638119,1.859210652,0.908485019,1.766725645,0.572153112
DTXSID6032641,84087-01-4,Quinclorac,-2.189851659,-1.787914711,4.034949699,3.633012751,3.128907103,4.859783486,3.530844052,5.261720435,-1.480111894,-1.787914711,-2.189851659,,,-0.31292567,-7.049635146,-5.318758763,1.84509804,3.079181246,1.574031268,3.079181246,2.671450554,0.033104582,0.01629616,0.006458748,,,0.486490462,37.5,529.3958333,469.3,1200,70,1200,8.92E-08,0.0000048,-2.823908741,1.5,1,1,0.634057082,1.03599403,1.084576278,3.274427937,2.872490989
DTXSID5023322,84371-65-3,Mifepristone,-2.441229336,-1.299151166,4.617320596,3.475242425,2.204662224,4.083099475,3.346740394,5.225177645,-0.740382266,-1.299151166,-2.441229336,,,0.790270493,-6.524328812,-4.645891561,2.176091259,2.176091259,2.176091259,2.176091259,2.176091259,0.181809986,0.050216777,0.003620518,,,6.169791568,150,150,150,150,150,150,0.000000299,0.0000226,,Exclusion,1,1,,,1.084576278,3.525805614,2.383727444
DTXSID3020205,85-68-7,Benzyl butyl phthalate,-0.050921651,1.021569107,2.229898598,1.157407841,2.028518129,3.795681218,3.101008887,4.868171975,1.547418579,1.021569107,-0.050921651,2.08527347,1.145407091,1.145860355,-3.846602869,-2.07943978,2.178976947,3.367355921,-0.744727495,3.720159303,2.698970004,35.27106544,10.50918668,0.889361549,121.6952059,13.97677877,13.99137364,0.18,804.2529565,500,5250,151,2330,0.000142363,0.008328374,-1.522878745,30,1,1,1.471957094,2.544447852,1.388491962,1.439413613,0.366922855
DTXSID3024235,85509-19-9,Flusilazole,-2.55576879,-1.286184468,2.157828782,0.888244459,2.702292132,4.447719538,3.971876454,5.71730386,-0.631205634,-1.286184468,-2.55576879,,,0.079198451,-7.003488328,-5.258060922,-0.397940009,2,-0.455931956,2.397940009,1.120573931,0.233773009,0.051738702,0.002781194,,,1.20004754,0.35,29.13844828,13.2,250,0.4,100,9.92E-08,0.00000552,,Exclusion,1,1,,,-1.188424994,1.367343796,0.097759474
DTXSID6021030,86-30-6,N-Nitrosodiphenylamine,-0.622040795,0.109850415,2.321010799,1.589119589,4.061988859,5.997747963,4.793880069,6.729639173,0.61144373,0.109850415,-0.622040795,,,0.705712293,-6.619788758,-4.684029655,1.698970004,3.838849091,1.698970004,3.838849091,2.540642254,4.087367903,1.287805913,0.2387587,,,5.078229134,50,1946.611111,347.25,6900,50,6900,0.00000024,0.0000207,,Exclusion,1,1,,,0.908485019,1.530525814,0.798634604
DTXSID3020122,86-50-0,Azinphos-methyl,-0.033496899,0.508739751,-0.793316833,-1.335553483,5.711230596,7.636089328,6.253467246,8.178325978,0.934365687,0.508739751,-0.033496899,,,2.216275682,-7.669586227,-5.744727495,-0.826813732,1.05422991,-0.826813732,1.05422991,0.367355921,8.597371365,3.226560043,0.925769995,,,164.5415869,0.149,3.222533333,2.33,11.33,0.149,11.33,2.14E-08,0.0000018,-5.602059991,0.0025,0,0,5.568563092,6.110799743,-1.194988764,-1.161491865,-1.703728515
DTXSID8024105,86-73-7,Fluorene,-1.057692035,0.097320555,3.154602048,1.999589458,4.225470242,6.070151692,5.380482832,7.225164283,0.712693739,0.097320555,-1.057692035,,,-0.279919409,-7.127843727,-5.283162277,2.096910013,2.096910013,2.096910013,2.096910013,2.096910013,5.160523253,1.251182195,0.087560446,,,0.524904857,125,125,125,125,125,125,7.45E-08,0.00000521,-5.602059991,0.0025,1,1,4.544367957,5.699380547,1.005395032,2.063087067,0.908074476
DTXSID8026193,87-61-6,"1,2,3-Trichlorobenzene",-2.460683591,-1.357529889,3.159653595,2.056499893,2.374963553,4.191011546,3.478117255,5.294165248,-0.729161166,-1.357529889,-2.460683591,,,-0.428005257,-6.651695137,-4.835647144,0.698970004,2.77815125,0.698970004,2.77815125,1.698970004,0.186568721,0.043900565,0.003461915,,,0.37324564,5,70.56216216,50,600,5,600,0.000000223,0.0000146,-2.823908741,1.5,1,1,0.36322515,1.466378852,-0.091514981,2.36916861,1.266014908
DTXSID8026307,87-62-7,"2,6-Dimethylaniline",-2.443653515,-1.938577055,3.619744774,3.114668314,1.483923787,3.313308437,1.989000247,3.818384896,-1.518133865,-1.938577055,-2.443653515,,,1.582813509,-5.756961951,-3.927577302,1.176091259,2.698970004,1,2.698970004,2.204119983,0.030329562,0.011519217,0.003600365,,,38.26603894,10,205.5405405,160,500,15,500,0.00000175,0.000118147,-2.823908741,1.5,1,1,0.380255226,0.885331686,0.385606274,2.829259788,2.324183329
DTXSID7021106,87-86-5,Pentachlorophenol,-0.712929713,-0.081817922,1.52584307,0.894731278,3.382895919,5.222612298,4.01400771,5.853724089,0.414574672,-0.081817922,-0.712929713,0.788335814,0.131538176,0.870235353,-5.935542011,-4.095825632,0.812913357,3.273001272,0.176091259,3.273001272,1.77815125,2.597614333,0.828289352,0.193673538,6.142367737,1.353749085,7.417120806,1.5,328.5263158,60,1875,6.5,1875,0.00000116,0.0000802,-2.823908741,1.5,1,1,2.110979028,2.742090819,0.13893394,0.851863653,0.220751862
DTXSID2032554,87546-18-7,Flumiclorac-pentyl,0.162069372,1.092101494,1.093203133,0.163171011,5.237790086,6.977377941,6.167822208,7.907410063,1.515307293,1.092101494,0.162069372,,,1.764354753,-6.815308569,-5.075720714,1.255272505,3.276231958,0.86923172,3.319522449,2.872097974,32.75723924,12.36236306,1.452343589,,,58.12390079,7.4,771.6696429,744.9,2087,18,1889,0.000000153,0.0000084,-5.602059991,0.0025,1,1,5.764129363,6.694161485,0.406795573,0.244726201,-0.685305921
DTXSID4032376,87674-68-8,Dimethenamid,0.201184747,0.80592329,0.506385429,-0.098353113,5.45377294,7.175878882,6.058511482,7.780617424,1.293291426,0.80592329,0.201184747,,,1.675044239,-6.974694135,-5.252588192,0.707570176,2.613841822,0.673941999,2.63447727,1.875061263,19.64678201,6.396218476,1.589222655,,,47.31994586,4.72,97.03333333,75,431,5.1,411,0.000000106,0.00000559,-5.602059991,0.0025,1,0,5.803244739,6.407983281,0.407139264,0.205954516,-0.398784026
DTXSID3034456,87818-31-3,Cinmethylin,-0.914598896,0.209064129,2.613568901,1.489905876,4.481175051,6.18722462,5.604838076,7.310887645,0.830961857,0.209064129,-0.914598896,,,0.365679122,-7.101823517,-5.395773947,1.698970004,2.397940009,0.698970004,2.397940009,2.176091259,6.775819941,1.618318984,0.121730976,,,2.321021279,5,166.0526316,150,250,50,250,7.91E-08,0.00000402,-2.823908741,1.5,1,1,1.909309845,3.03297287,0.908485019,1.823083915,0.69942089
